Nuclide,Isomeric,Z,Jp,DecayMode,BranchRatio,Ex_MeV,Q_MeV,Status,Hf_inequality,Hf,Hf_err_u,Hf_err_d,Hf_unit,Abundance_per,Abundance_err_per,Mass,Mass_err,IfSystematics,HalfLife_sec
25Ne,,10,1/2+,B-,100.00,0,7.25,unstable,EQUAL,602,8,8,MS,,,-2.059,0.044,,6.02E-01
26Ne,,10,0+,B-,100.00,0,7.292,unstable,EQUAL,197,1,1,MS,,,0.479,0.018,,1.97E-01
26Ne,,10,0+,BN,0.13,0,1.716,unstable,EQUAL,197,1,1,MS,,,0.479,0.018,,1.97E-01
27Ne,,10,(3/2+),B-,100.00,0,12.587,unstable,EQUAL,31.5,1.3,1.3,MS,,,7.035,0.065,,3.15E-02
27Ne,,10,(3/2+),BN,2.00,0,5.861,unstable,EQUAL,31.5,1.3,1.3,MS,,,7.035,0.065,,3.15E-02
28Ne,,10,0+,B-,100.00,0,12.234,unstable,EQUAL,18.9,0.4,0.4,MS,,,11.291,0.095,,1.89E-02
28Ne,,10,0+,BN,12.0,0,8.691,unstable,EQUAL,18.9,0.4,0.4,MS,,,11.291,0.095,,1.89E-02
28Ne,,10,0+,B-,3.60,0,12.234,unstable,EQUAL,18.9,0.4,0.4,MS,,,11.291,0.095,,1.89E-02
29Ne,,10,(3/2+),B-,100.00,0,15.393,unstable,EQUAL,14.8,0.3,0.3,MS,,,18.399,0.099,,1.48E-02
29Ne,,10,(3/2+),BN,28.00,0,10.976,unstable,EQUAL,14.8,0.3,0.3,MS,,,18.399,0.099,,1.48E-02
29Ne,,10,(3/2+),B2N,4.00,0,15.393,unstable,EQUAL,14.8,0.3,0.3,MS,,,18.399,0.099,,1.48E-02
30Ne,,10,0+,B-,100.00,0,14.741,unstable,EQUAL,7.3,0.3,0.3,MS,,,23.039,0.28,,7.30E-03
30Ne,,10,0+,BN,13.00,0,12.366,unstable,EQUAL,7.3,0.3,0.3,MS,,,23.039,0.28,,7.30E-03
30Ne,,10,0+,B-,8.90,0,14.741,unstable,EQUAL,7.3,0.3,0.3,MS,,,23.039,0.28,,7.30E-03
31Ne,,10,,B-,100.00,0,18.187,unstable,EQUAL,3.4,0.8,0.8,MS,,,30.82,1.619,,3.40E-03
31Ne,,10,,BN,,0,14.409,unstable,EQUAL,3.4,0.8,0.8,MS,,,30.82,1.619,,3.40E-03
32Ne,,10,0+,B-,100.00,0,18.214,unstable,EQUAL,3.5,0.9,0.9,MS,,,36.999,0.503,S,3.50E-03
32Ne,,10,0+,BN,,0,16.552,unstable,EQUAL,3.5,0.9,0.9,MS,,,36.999,0.503,S,3.50E-03
33Ne,,10,,N,,0,0.647,unstable,LT,180,,,NS,,,45.997,0.596,S,1.80E-07
34Ne,,10,0+,BN,,0,20.16,unstable,GT,60,,,NS,,,52.842,0.513,S,6.00E-08
34Ne,,10,0+,B-,,0,20.36,unstable,GT,60,,,NS,,,52.842,0.513,S,6.00E-08
18Na,,11,1-,P,100.00,0,0.44,unstable,EQUAL,1.3E-21,4e-37,4e-37,S,,,25.04,0.17,,1.30E-21
19Na,,11,(5/2+),P,,0,0.321,unstable,LT,40,,,NS,,,12.927,0.012,,4.00E-08
20Na,,11,2+,EC,100.00,0,13.89,unstable,EQUAL,447.9,2.3,2.3,MS,,,6.85,0.001,,4.48E-01
20Na,,11,2+,EA,20.05,0,9.157,unstable,EQUAL,447.9,2.3,2.3,MS,,,6.85,0.001,,4.48E-01
21Na,,11,3/2+,EC,100.00,0,3.548,unstable,EQUAL,22.49,0.04,0.04,S,,,-2.184,0,,2.25E+01
22Na,,11,3+,EC,100.00,0,2.842,unstable,EQUAL,2.6027,0.001,0.001,Y,,,-5.181,0,,8.21E+07
23Na,,11,3/2+,,,0,0,stable,,,,,,100,,-9.5299,0,,0.00E+00
24Na,,11,4+,B-,100.00,0,5.515,unstable,EQUAL,14.997,0.012,0.012,H,,,-8.417,0,,5.40E+04
24Na,M,11,1+,IT,99.95,0.4722,0.472,unstable,EQUAL,20.18,0.1,0.1,MS,,,-7.9448,0,,2.02E-02
24Na,M,11,1+,B-,@0.05,0.4722,5.987,unstable,EQUAL,20.18,0.1,0.1,MS,,,-7.9448,0,,2.02E-02
25Na,,11,5/2+,B-,100.00,0,3.835,unstable,EQUAL,59.1,0.6,0.6,S,,,-9.357,0.001,,5.91E+01
26Na,,11,3+,B-,100.00,0,9.352,unstable,EQUAL,1.07128,0.00025,0.00025,S,,,-6.86,0.003,,1.07E+00
27Na,,11,5/2+,B-,100.00,0,9.069,unstable,EQUAL,301,6,6,MS,,,-5.517,0.003,,3.01E-01
27Na,,11,5/2+,BN,0.13,0,2.626,unstable,EQUAL,301,6,6,MS,,,-5.517,0.003,,3.01E-01
28Na,,11,1+,B-,100.00,0,14.029,unstable,EQUAL,30.5,0.4,0.4,MS,,,-0.988,0.01,,3.05E-02
28Na,,11,1+,BN,0.58,0,5.526,unstable,EQUAL,30.5,0.4,0.4,MS,,,-0.988,0.01,,3.05E-02
29Na,,11,3/2+,B-,100.00,0,13.284,unstable,EQUAL,44.9,1.2,1.2,MS,,,2.669,0.012,,4.49E-02
29Na,,11,3/2+,BN,21.50,0,9.612,unstable,EQUAL,44.9,1.2,1.2,MS,,,2.669,0.012,,4.49E-02
30Na,,11,2+,B-,100.00,0,17.272,unstable,EQUAL,48,2,2,MS,,,8.374,0.023,,4.80E-02
30Na,,11,2+,BN,30.00,0,10.909,unstable,EQUAL,48,2,2,MS,,,8.374,0.023,,4.80E-02
30Na,,11,2+,B2N,1.15,0,17.272,unstable,EQUAL,48,2,2,MS,,,8.374,0.023,,4.80E-02
30Na,,11,2+,BA,5.5E-5,0,0,unstable,EQUAL,48,2,2,MS,,,8.374,0.023,,4.80E-02
31Na,,11,3/2(+),B-,100.00,0,15.872,unstable,EQUAL,17.0,4,4,MS,,,12.539,0.102,,1.70E-02
31Na,,11,3/2(+),BN,37.00,0,13.494,unstable,EQUAL,17.0,4,4,MS,,,12.539,0.102,,1.70E-02
31Na,,11,3/2(+),B2N,0.87,0,15.872,unstable,EQUAL,17.0,4,4,MS,,,12.539,0.102,,1.70E-02
31Na,,11,3/2(+),B3N,<0.05,0,15.872,unstable,EQUAL,17.0,4,4,MS,,,12.539,0.102,,1.70E-02
32Na,,11,(3-,4-),B-,100.00,0,20.019,unstable,EQUAL,13.2,0.4,0.4,MS,,,18.809,0.12,,1.32E-02
32Na,,11,(3-,4-),BN,24.00,0,14.211,unstable,EQUAL,13.2,0.4,0.4,MS,,,18.809,0.12,,1.32E-02
32Na,,11,(3-,4-),B2N,8.00,0,20.019,unstable,EQUAL,13.2,0.4,0.4,MS,,,18.809,0.12,,1.32E-02
33Na,,11,(3/2+),B-,100.00,0,19.995,unstable,EQUAL,8.0,4,4,MS,,,23.967,0.596,S,8.00E-03
33Na,,11,(3/2+),BN,47.00,0,17.773,unstable,EQUAL,8.0,4,4,MS,,,23.967,0.596,S,8.00E-03
33Na,,11,(3/2+),B2N,13.00,0,19.995,unstable,EQUAL,8.0,4,4,MS,,,23.967,0.596,S,8.00E-03
34Na,,11,,B-,100.00,0,23.952,unstable,EQUAL,5.5,1,1,MS,,,31.289,0.503,S,5.50E-03
34Na,,11,,B2N,@50.00,0,23.952,unstable,EQUAL,5.5,1,1,MS,,,31.289,0.503,S,5.50E-03
34Na,,11,,BN,@15.00,0,19.795,unstable,EQUAL,5.5,1,1,MS,,,31.289,0.503,S,5.50E-03
35Na,,11,,B-,100.00,0,23.43,unstable,EQUAL,1.5,0.5,0.5,MS,,,37.84,0.586,S,1.50E-03
35Na,,11,,BN,,0,22.702,unstable,EQUAL,1.5,0.5,0.5,MS,,,37.84,0.586,S,1.50E-03
36Na,,11,,N,,0,0.3,unstable,LT,180,,,NS,,,45.912,0.594,S,1.80E-07
37Na,,11,,BN,,0,25.779,unstable,GT,60,,,NS,,,53.143,0.605,S,6.00E-08
37Na,,11,,B-,,0,26.026,unstable,GT,60,,,NS,,,53.143,0.605,S,6.00E-08
19Mg,,12,,2P,100.00,,2.001,unstable,EQUAL,4.0,15,15,PS,,,31.828,0.05,,4.00E-12
20Mg,,12,0+,EC,100.00,0,10.723,unstable,EQUAL,90.8,2.4,2.4,MS,,,17.558,0.027,,9.08E-02
20Mg,,12,0+,EP,@27.00,0,8.53,unstable,EQUAL,90.8,2.4,2.4,MS,,,17.558,0.027,,9.08E-02
21Mg,,12,5/2+,EC,100.00,0,13.095,unstable,EQUAL,122,3,3,MS,,,10.912,0.016,,1.22E-01
21Mg,,12,5/2+,EP,32.60,0,10.663,unstable,EQUAL,122,3,3,MS,,,10.912,0.016,,1.22E-01
21Mg,,12,5/2+,EA,<0.50,0,6.535,unstable,EQUAL,122,3,3,MS,,,10.912,0.016,,1.22E-01
22Mg,,12,0+,EC,100.00,0,4.785,unstable,EQUAL,3.8755,0.0012,0.0012,S,,,-0.399,0,,3.88E+00
23Mg,,12,3/2+,EC,100.00,0,4.056,unstable,EQUAL,11.317,0.011,0.011,S,,,-5.473,0,,1.13E+01
23Mg,M,12,(17/2+),P,<100.00,9.596,2.016,unstable,EQUAL,15,,,FS,,,4.123,0,,1.50E-14
24Mg,,12,0+,,,0,0,stable,,,,,,78.99,0.04,-13.933,0,,0.00E+00
25Mg,,12,5/2+,,,0,0,stable,,,,,,10,1,-13.192,0,,0.00E+00
26Mg,,12,0+,,,0,0,stable,,,,,,11.01,0.03,-16.214,0,,0.00E+00
27Mg,,12,1/2+,B-,100.00,0,2.61,unstable,EQUAL,9.458,0.012,0.012,M,,,-14.586,0,,5.67E+02
28Mg,,12,0+,B-,100.00,0,1.832,unstable,EQUAL,20.915,0.009,0.009,H,,,-15.018,0.002,,7.53E+04
29Mg,,12,3/2+,B-,100.00,0,7.596,unstable,EQUAL,1.30,1.2,1.2,S,,,-10.602,0.011,,1.30E+00
30Mg,,12,0+,B-,100.00,0,6.962,unstable,EQUAL,335,17,17,MS,,,-8.892,0.013,,3.35E-01
31Mg,,12,1/2(+),B-,100.00,0,11.736,unstable,EQUAL,232,15,15,MS,,,-3.19,0.016,,2.32E-01
31Mg,,12,1/2(+),BN,1.70,0,4.584,unstable,EQUAL,232,15,15,MS,,,-3.19,0.016,,2.32E-01
32Mg,,12,0+,B-,100.00,0,10.107,unstable,EQUAL,86,5,5,MS,,,-0.911,0.017,,8.60E-02
32Mg,,12,0+,BN,5.50,0,5.928,unstable,EQUAL,86,5,5,MS,,,-0.911,0.017,,8.60E-02
33Mg,,12,3/2-,B-,100.00,0,13.423,unstable,EQUAL,90.5,1.6,1.6,MS,,,4.947,0.022,,9.05E-02
33Mg,,12,3/2-,BN,14.00,0,7.885,unstable,EQUAL,90.5,1.6,1.6,MS,,,4.947,0.022,,9.05E-02
34Mg,,12,0+,B-,100.00,0,11.741,unstable,EQUAL,20,10,10,MS,,,8.56,0.09,,2.00E-02
34Mg,,12,0+,BN,,0,9.267,unstable,EQUAL,20,10,10,MS,,,8.56,0.09,,2.00E-02
35Mg,,12,(7/2-),B-,100.00,0,16.282,unstable,EQUAL,70,40,40,MS,,,15.639,0.179,,7.00E-02
35Mg,,12,(7/2-),BN,52.00,0,11.013,unstable,EQUAL,70,40,40,MS,,,15.639,0.179,,7.00E-02
36Mg,,12,0+,B-,100.00,0,15.642,unstable,EQUAL,3.9,1.3,1.3,MS,,,20.38,0.46,,3.90E-03
36Mg,,12,0+,BN,,0,13.483,unstable,EQUAL,3.9,1.3,1.3,MS,,,20.38,0.46,,3.90E-03
37Mg,,12,(7/2-),B-,100.00,0,19.303,unstable,GT,260,,,NS,,,28.289,0.503,S,2.60E-07
37Mg,,12,(7/2-),BN,,0,15.396,unstable,GT,260,,,NS,,,28.289,0.503,S,2.60E-07
38Mg,,12,0+,B-,,0,18.946,unstable,GT,260,,,NS,,,34.074,0.503,S,2.60E-07
38Mg,,12,0+,BN,,0,16.979,unstable,GT,260,,,NS,,,34.074,0.503,S,2.60E-07
39Mg,,12,,N,,0,0.5,unstable,LT,180,,,NS,,,42.275,0.513,S,1.80E-07
40Mg,,12,0+,B-,,0,20.94,unstable,GT,170,,,NS,,,48.605,0.503,S,1.70E-07
40Mg,,12,0+,BN,,0,20.768,unstable,GT,170,,,NS,,,48.605,0.503,S,1.70E-07
21Al,,13,(5/2+),P,,0,1.26,unstable,LT,35,,,NS,,,27.134,0.596,S,3.50E-08
22Al,,13,4+,EC,100.00,0,18.58,unstable,EQUAL,91.1,0.5,0.5,MS,,,18.201,0.401,S,9.11E-02
22Al,,13,4+,EP,54.50,0,13.078,unstable,EQUAL,91.1,0.5,0.5,MS,,,18.201,0.401,S,9.11E-02
22Al,,13,4+,E2P,1.10,0,0,unstable,EQUAL,91.1,0.5,0.5,MS,,,18.201,0.401,S,9.11E-02
22Al,,13,4+,EA,0.04,0,0,unstable,EQUAL,91.1,0.5,0.5,MS,,,18.201,0.401,S,9.11E-02
23Al,,13,5/2+,EC,100.00,0,12.243,unstable,EQUAL,446,6,6,MS,,,6.748,0,,4.46E-01
23Al,,13,5/2+,EP,1.22,0,4.663,unstable,EQUAL,446,6,6,MS,,,6.748,0,,4.46E-01
23Al,M,13,1/2+,P,100.00,0.55,0.428,unstable,EQUAL,6.2,,,AS,,,7.298,0,,6.20E-18
23Al,M,13,1/2+,IT,8.5E-7,0.55,0.55,unstable,EQUAL,6.2,,,AS,,,7.298,0,,6.20E-18
24Al,,13,4+,EC,100.00,0,13.877,unstable,EQUAL,2.053,0.004,0.004,S,,,-0.048,0,,2.05E+00
24Al,,13,4+,EP,1.6E-3,0,2.184,unstable,EQUAL,2.053,0.004,0.004,S,,,-0.048,0,,2.05E+00
24Al,,13,4+,EA,0.04,0,0,unstable,EQUAL,2.053,0.004,0.004,S,,,-0.048,0,,2.05E+00
24Al,M,13,1+,IT,82.50,0.4258,0.426,unstable,EQUAL,130,3,3,MS,,,0.3778,0,,1.30E-01
24Al,M,13,1+,EC,17.50,0.4258,14.303,unstable,EQUAL,130,3,3,MS,,,0.3778,0,,1.30E-01
24Al,M,13,1+,EA,0.03,0.4258,0,unstable,EQUAL,130,3,3,MS,,,0.3778,0,,1.30E-01
25Al,,13,5/2+,EC,100.00,0,4.277,unstable,EQUAL,7.183,0.012,0.012,S,,,-8.916,0,,7.18E+00
26Al,,13,5+,EC,100.00,0,4.004,unstable,EQUAL,7.17E+5,24000,24000,Y,,,-12.21,0,,2.26E+13
26Al,M,13,0+,EC,100.00,0.2283,4.232,unstable,EQUAL,6.3464,0.0007,0.0007,S,,,-11.9817,0,,6.35E+00
27Al,,13,5/2+,,,0,0,stable,,,,,,100,,-17.196,0,,0.00E+00
28Al,,13,3+,B-,100.00,0,4.642,unstable,EQUAL,2.2414,0.0012,0.0012,M,,,-16.85,0,,1.34E+02
29Al,,13,5/2+,B-,100.00,0,3.68,unstable,EQUAL,6.56,0.06,0.06,M,,,-18.215,0.001,,3.94E+02
30Al,,13,3+,B-,100.00,0,8.561,unstable,EQUAL,3.62,0.06,0.06,S,,,-15.872,0.014,,3.62E+00
31Al,,13,(3/2,5/2)+,B-,100.00,0,7.995,unstable,EQUAL,644,25,25,MS,,,-14.954,0.02,,6.44E-01
32Al,,13,1+,B-,100.00,0,13.019,unstable,EQUAL,33.0,2,2,MS,,,-11.061,0.085,,3.30E-02
32Al,,13,1+,BN,0.70,0,3.816,unstable,EQUAL,33.0,2,2,MS,,,-11.061,0.085,,3.30E-02
32Al,M,13,(4+),IT,100.00,0.9566,0.957,unstable,EQUAL,200,20,20,NS,,,-10.1044,0.085,,2.00E-07
33Al,,13,(5/2)+,B-,100.00,0,11.963,unstable,EQUAL,41.7,0.2,0.2,MS,,,-8.437,0.068,,4.17E-02
33Al,,13,(5/2)+,BN,8.50,0,7.48,unstable,EQUAL,41.7,0.2,0.2,MS,,,-8.437,0.068,,4.17E-02
34Al,,13,,B-,100.00,0,17.024,unstable,EQUAL,42,6,6,MS,,,-3.047,0.059,,4.20E-02
34Al,,13,,BN,27.00,0,9.489,unstable,EQUAL,42,6,6,MS,,,-3.047,0.059,,4.20E-02
35Al,,13,,B-,100.00,0,14.23,unstable,EQUAL,37.2,0.8,0.8,MS,,,-0.219,0.069,,3.72E-02
35Al,,13,,BN,38.00,0,11.755,unstable,EQUAL,37.2,0.8,0.8,MS,,,-0.219,0.069,,3.72E-02
36Al,,13,,B-,100.00,0,18.264,unstable,EQUAL,90,40,40,MS,,,5.95,0.099,,9.00E-02
36Al,,13,,BN,<31.00,0,12.071,unstable,EQUAL,90,40,40,MS,,,5.95,0.099,,9.00E-02
37Al,,13,,B-,100.00,0,16.526,unstable,EQUAL,10.7,1.3,1.3,MS,,,9.809,0.12,,1.07E-02
38Al,,13,,B-,,0,20.118,unstable,EQUAL,7.6,0.6,0.6,MS,,,16.209,0.249,,7.60E-03
38Al,,13,,BN,,0,14.559,unstable,EQUAL,7.6,0.6,0.6,MS,,,16.209,0.249,,7.60E-03
39Al,,13,,B-,,0,19.468,unstable,EQUAL,7.6,1.6,1.6,MS,,,20.996,0.633,S,7.60E-03
39Al,,13,,BN,,0,17.392,unstable,EQUAL,7.6,1.6,1.6,MS,,,20.996,0.633,S,7.60E-03
40Al,,13,,B-,,0,23.828,unstable,GT,260,,,NS,,,27.973,0.699,S,2.60E-07
40Al,,13,,BN,,0,19.296,unstable,GT,260,,,NS,,,27.973,0.699,S,2.60E-07
41Al,,13,,B-,,0,22.142,unstable,GT,260,,,NS,,,33.888,0.801,S,2.60E-07
42Al,,13,,B-,,0,25.243,unstable,GT,170,,,NS,,,41.451,0.904,S,1.70E-07
42Al,,13,,BN,,0,22.044,unstable,GT,170,,,NS,,,41.451,0.904,S,1.70E-07
43Al,,13,,B-,,0,0,unstable,GT,170,,,NS,,,48.428,0.904,S,1.70E-07
43Al,,13,,BN,,0,0,unstable,GT,170,,,NS,,,48.428,0.904,S,1.70E-07
22Si,,14,0+,EC,100.00,0,13.982,unstable,EQUAL,29,2,2,MS,,,33.003,0.401,S,2.90E-02
22Si,,14,0+,EP,32.00,0,13.965,unstable,EQUAL,29,2,2,MS,,,33.003,0.401,S,2.90E-02
23Si,,14,(5/2)+,EC,100.00,0,17.002,unstable,EQUAL,42.3,0.4,0.4,MS,,,23.073,0.401,S,4.23E-02
23Si,,14,(5/2)+,EP,71.00,0,16.88,unstable,EQUAL,42.3,0.4,0.4,MS,,,23.073,0.401,S,4.23E-02
23Si,,14,(5/2)+,E2P,3.60,0,0,unstable,EQUAL,42.3,0.4,0.4,MS,,,23.073,0.401,S,4.23E-02
24Si,,14,0+,EC,100.00,0,10.812,unstable,EQUAL,140.5,1.5,1.5,MS,,,10.754,0.019,,1.41E-01
24Si,,14,0+,EP,45.00,0,8.939,unstable,EQUAL,140.5,1.5,1.5,MS,,,10.754,0.019,,1.41E-01
25Si,,14,5/2+,EC,100.00,0,12.74,unstable,EQUAL,220,3,3,MS,,,3.826,0.01,,2.20E-01
25Si,,14,5/2+,EP,35.00,0,10.469,unstable,EQUAL,220,3,3,MS,,,3.826,0.01,,2.20E-01
26Si,,14,0+,EC,100.00,0,5.066,unstable,EQUAL,2.229,0.003,0.003,S,,,-7.14,0,,2.23E+00
27Si,,14,5/2+,EC,100.00,0,4.812,unstable,EQUAL,4.15,0.04,0.04,S,,,-12.384,0,,4.15E+00
28Si,,14,0+,,,0,0,stable,,,,,,92.223,0.019,-21.4928,0,,0.00E+00
29Si,,14,1/2+,,,0,0,stable,,,,,,4.685,8e-15,-21.8951,0,,0.00E+00
30Si,,14,0+,,,0,0,stable,,,,,,3.092,1.1e-15,-24.432,0,,0.00E+00
31Si,,14,3/2+,B-,100.00,0,1.492,unstable,EQUAL,157.3,0.3,0.3,M,,,-22.949,0,,9.44E+03
32Si,,14,0+,B-,100.00,0,0.224,unstable,EQUAL,153,19,19,Y,,,-24.077,0,,4.83E+09
33Si,,14,3/2+,B-,100.00,0,5.845,unstable,EQUAL,6.11,0.21,0.21,S,,,-20.514,0,,6.11E+00
34Si,,14,0+,B-,100.00,0,4.601,unstable,EQUAL,2.77,0.2,0.2,S,,,-19.956,0.014,,2.77E+00
35Si,,14,,B-,100.00,0,10.497,unstable,EQUAL,0.78,0.12,0.12,S,,,-14.36,0.038,,7.80E-01
35Si,,14,,BN,<5.00,0,10.497,unstable,EQUAL,0.78,0.12,0.12,S,,,-14.36,0.038,,7.80E-01
36Si,,14,0+,B-,100.00,0,7.768,unstable,EQUAL,0.45,0.06,0.06,S,,,-12.417,0.056,,4.50E-01
36Si,,14,0+,BN,<10.00,0,4.304,unstable,EQUAL,0.45,0.06,0.06,S,,,-12.417,0.056,,4.50E-01
37Si,,14,(7/2-),B-,100.00,0,12.414,unstable,EQUAL,90,60,60,MS,,,-6.594,0.082,,9.00E-02
37Si,,14,(7/2-),BN,17.00,0,5.6,unstable,EQUAL,90,60,60,MS,,,-6.594,0.082,,9.00E-02
38Si,,14,0+,B-,,0,10.691,unstable,GT,1,,,US,,,-4.17,0.069,,1.00E-06
38Si,,14,0+,BN,,0,6.856,unstable,GT,1,,,US,,,-4.17,0.069,,1.00E-06
39Si,,14,,B-,,0,14.802,unstable,EQUAL,47.5,2,2,MS,,,2.32,0.09,,4.75E-02
39Si,,14,,BN,,0,8.615,unstable,EQUAL,47.5,2,2,MS,,,2.32,0.09,,4.75E-02
40Si,,14,0+,B-,,0,13.574,unstable,EQUAL,33.0,10,10,MS,,,5.429,0.23,,3.30E-02
40Si,,14,0+,BN,,0,10.269,unstable,EQUAL,33.0,10,10,MS,,,5.429,0.23,,3.30E-02
41Si,,14,,B-,,0,18.839,unstable,EQUAL,20.0,25,25,MS,,,12.119,0.369,,2.00E-02
41Si,,14,,BN,?,0,13.598,unstable,EQUAL,20.0,25,25,MS,,,12.119,0.369,,2.00E-02
42Si,,14,0+,B-,100.00,0,17.495,unstable,EQUAL,12.5,3.5,3.5,MS,,,16.562,0.503,S,1.25E-02
42Si,,14,0+,BN,,0,15.639,unstable,EQUAL,12.5,3.5,3.5,MS,,,16.562,0.503,S,1.25E-02
43Si,,14,,B-,,0,20.931,unstable,GT,60,,,NS,,,23.101,0.801,S,6.00E-08
43Si,,14,,BN,,0,17.686,unstable,GT,60,,,NS,,,23.101,0.801,S,6.00E-08
44Si,,14,0+,B-,,0,20.744,unstable,GT,360,,,NS,,,28.513,0.801,S,3.60E-07
44Si,,14,0+,BN,,0,19.007,unstable,GT,360,,,NS,,,28.513,0.801,S,3.60E-07
45Si,,14,,,,,0,unstable,EQUAL,,,,,,,37.213,0.904,S,0.00E+00
24P,,15,(1+),EC,?,0,21.242,unstable,EQUAL,,,,,,,32.826,0.503,S,0.00E+00
24P,,15,(1+),P,?,0,0.936,unstable,EQUAL,,,,,,,32.826,0.503,S,0.00E+00
25P,,15,(1/2+),P,100.00,0,0.828,unstable,LT,30,,,NS,,,19.738,0.401,S,3.00E-08
26P,,15,(3+),EC,100.00,0,18.118,unstable,EQUAL,43.7,0.6,0.6,MS,,,10.973,0.196,S,4.37E-02
26P,,15,(3+),EP,,0,12.6,unstable,EQUAL,43.7,0.6,0.6,MS,,,10.973,0.196,S,4.37E-02
27P,,15,1/2+,EC,100.00,0,11.667,unstable,EQUAL,260,80,80,MS,,,-0.715,0.026,,2.60E-01
27P,,15,1/2+,EP,0.07,0,4.204,unstable,EQUAL,260,80,80,MS,,,-0.715,0.026,,2.60E-01
28P,,15,3+,EC,100.00,0,14.334,unstable,EQUAL,270.3,0.5,0.5,MS,,,-7.149,0.001,,2.70E-01
28P,,15,3+,EP,1.3E-3,0,2.749,unstable,EQUAL,270.3,0.5,0.5,MS,,,-7.149,0.001,,2.70E-01
28P,,15,3+,EA,8.6E-4,0,4.347,unstable,EQUAL,270.3,0.5,0.5,MS,,,-7.149,0.001,,2.70E-01
29P,,15,1/2+,EC,100.00,0,4.942,unstable,EQUAL,4.142,0.015,0.015,S,,,-16.952,0,,4.14E+00
30P,,15,1+,EC,100.00,0,4.232,unstable,EQUAL,2.498,4e-16,4e-16,M,,,-20.2,0,,1.50E+02
31P,,15,1/2+,,,0,0,stable,,,,,,100,,-24.4405,0,,0.00E+00
32P,,15,1+,B-,100.00,0,1.71,unstable,EQUAL,14.262,0.014,0.014,D,,,-24.304,0,,1.23E+06
33P,,15,1/2+,B-,100.00,0,0.249,unstable,EQUAL,25.35,0.11,0.11,D,,,-26.337,0.001,,2.19E+06
34P,,15,1+,B-,100.00,0,5.374,unstable,EQUAL,12.43,0.08,0.08,S,,,-24.548,0,,1.24E+01
35P,,15,1/2+,B-,100.00,0,3.989,unstable,EQUAL,47.3,0.7,0.7,S,,,-24.857,0.001,,4.73E+01
36P,,15,4-,B-,100.00,0,10.413,unstable,EQUAL,5.6,0.3,0.3,S,,,-20.251,0.013,,5.60E+00
37P,,15,,B-,100.00,0,7.902,unstable,EQUAL,2.31,0.13,0.13,S,,,-18.995,0.037,,2.31E+00
38P,,15,(0-:4-),B-,100.00,0,12.103,unstable,EQUAL,0.64,0.14,0.14,S,,,-14.642,0.071,,6.40E-01
38P,,15,(0-:4-),BN,12.00,0,4.067,unstable,EQUAL,0.64,0.14,0.14,S,,,-14.642,0.071,,6.40E-01
39P,,15,(1/2+),B-,100.00,0,10.289,unstable,EQUAL,0.28,4e-17,4e-17,S,,,-12.795,0.081,,2.80E-01
39P,,15,(1/2+),BN,26.00,0,5.916,unstable,EQUAL,0.28,4e-17,4e-17,S,,,-12.795,0.081,,2.80E-01
40P,,15,(2-,3-),B-,100.00,0,14.76,unstable,EQUAL,125,25,25,MS,,,-8.074,0.111,,1.25E-01
40P,,15,(2-,3-),BN,15.80,0,6.984,unstable,EQUAL,125,25,25,MS,,,-8.074,0.111,,1.25E-01
41P,,15,(1/2+),B-,100.00,0,13.743,unstable,EQUAL,100,5,5,MS,,,-4.979,0.08,,1.00E-01
41P,,15,(1/2+),BN,30.00,0,9.519,unstable,EQUAL,100,5,5,MS,,,-4.979,0.08,,1.00E-01
42P,,15,,B-,100.00,0,18.616,unstable,EQUAL,48.5,1.5,1.5,MS,,,1.009,0.209,,4.85E-02
42P,,15,,BN,50.00,0,11.887,unstable,EQUAL,48.5,1.5,1.5,MS,,,1.009,0.209,,4.85E-02
43P,,15,(1/2+),B-,100.00,0,17.731,unstable,EQUAL,36.5,1.5,1.5,MS,,,4.679,0.369,,3.65E-02
43P,,15,(1/2+),BN,100.00,0,15.372,unstable,EQUAL,36.5,1.5,1.5,MS,,,4.679,0.369,,3.65E-02
44P,,15,,B-,,0,21.216,unstable,EQUAL,18.5,2.5,2.5,MS,,,10.442,0.801,S,1.85E-02
44P,,15,,BN,,0,15.994,unstable,EQUAL,18.5,2.5,2.5,MS,,,10.442,0.801,S,1.85E-02
45P,,15,,B-,,0,21.156,unstable,GT,200,,,NS,,,15.323,0.801,S,2.00E-07
46P,,15,,B-,100.00,0,24.806,unstable,GT,200,,,NS,,,22.784,0.801,S,2.00E-07
47P,,15,,,,,0,unstable,EQUAL,,,,,,,29.24,0.904,S,0.00E+00
26S,,16,0+,2P,?,0,0.637,unstable,LT,79,,,NS,,,27.079,0.596,S,7.90E-08
27S,,16,(5/2+),EC,100.00,0,18.26,unstable,EQUAL,15.5,1.5,1.5,MS,,,17.034,0.401,S,1.55E-02
27S,,16,(5/2+),EP,2.30,0,17.399,unstable,EQUAL,15.5,1.5,1.5,MS,,,17.034,0.401,S,1.55E-02
27S,,16,(5/2+),E2P,1.10,0,11.84,unstable,EQUAL,15.5,1.5,1.5,MS,,,17.034,0.401,S,1.55E-02
28S,,16,0+,EC,100.00,0,11.232,unstable,EQUAL,125,10,10,MS,,,4.073,0.16,,1.25E-01
28S,,16,0+,EP,20.70,0,9.169,unstable,EQUAL,125,10,10,MS,,,4.073,0.16,,1.25E-01
